fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.14;0.465;0.462;11.93;0.037;31.0;171.8;0.99697;3.07;0.38;8.66;5
6.77;0.308;0.462;12.53;0.044;35.6;229.2;0.99593;3.03;0.44;12.15;6
6.48;0.285;0.396;9.42;0.06;71.2;106.3;0.99559;3.05;0.58;11.31;7
5.3;0.359;0.376;5.79;0.009;65.4;170.1;0.99474;3.09;0.61;9.64;6
5.59;0.178;0.159;7.65;0.03;45.5;167.7;0.99797;3.05;0.49;9.04;5
6.25;0.372;0;0.85;0.043;43.1;61.8;0.99711;3.03;0.49;11.77;8
6.56;0.365;0.299;10.95;0.083;51.3;164.3;0.99199;3.16;0.51;10.96;6
6.46;0.266;0.235;8.94;0.059;21.5;105.6;1.00139;3.06;0.47;10.48;7
5.73;0.354;0.373;3.56;0.028;63.5;132.0;0.99098;3.14;0.46;9.52;7
7.18;0.364;0.432;15.87;0.044;33.3;161.2;0.99417;3.28;0.53;11.66;7
8.57;0.165;0.591;1.45;0.061;54.8;173.0;0.99778;3.2;0.67;10.08;6
7.08;0.319;0.263;3.16;0.056;42.3;143.0;0.99111;3.29;0.57;9.89;6
6.39;0.3;0.33;14.78;0.071;21.8;71.4;0.99023;3.27;0.63;9.83;6
6.18;0.294;0.39;0.6;0.063;58.9;148.0;0.9997;3.26;0.57;9.57;6
6.78;0.114;0.423;8.05;0.078;18.5;134.1;0.99022;3.25;0.66;11.39;6
7.28;0.207;0.309;8.5;0.052;17.9;114.1;0.98895;3.11;0.64;11.03;6
6.63;0.258;0.427;14.81;0.089;34.3;179.4;0.99774;3.13;0.55;12.58;6
8.45;0.403;0.151;4.06;0.061;64.9;178.3;0.99115;3.2;0.47;10.42;6
6.19;0.389;0.311;9.11;0.041;69.4;151.5;0.99068;3.19;0.58;10.31;8
8.06;0.23;0.409;0.6;0.07;41.8;36.3;0.99206;3.2;0.54;12.0;6
6.7;0.234;0.414;0.6;0.083;7.2;196.2;0.99126;3.0;0.54;10.39;6
5.42;0.251;0.415;0.6;0.046;57.2;124.9;0.99271;3.15;0.24;10.16;7
6.52;0.14;0.524;7.26;0.03;35.4;158.6;0.99697;3.11;0.36;9.87;5
8.66;0.246;0.381;5.1;0.009;42.6;128.4;0.99332;3.3;0.23;11.67;6
6.33;0.218;0.282;7.62;0.083;11.6;89.1;0.99224;2.96;0.7;9.25;6
7.33;0.238;0.334;9.62;0.021;53.2;172.9;0.99489;3.16;0.53;12.08;6
7.13;0.461;0.554;0.6;0.036;33.1;173.5;0.98853;3.2;0.32;10.43;7
7.47;0.291;0.438;3.36;0.071;37.2;106.8;0.99457;2.97;0.3;10.83;6
5.98;0.221;0.397;6.7;0.012;29.3;174.1;0.992;3.14;0.36;10.22;6
6.47;0.395;0.41;6.49;0.076;37.5;101.1;0.99541;3.26;0.66;8.69;6
6.87;0.182;0.23;11.46;0.07;26.5;142.0;0.99454;3.31;0.36;8.32;5
6.6;0.201;0.485;2.95;0.03;37.6;115.5;0.99652;3.07;0.41;9.7;7
7.41;0.41;0.403;12.01;0.065;13.7;189.2;0.99419;3.27;0.28;12.32;5
7.98;0.243;0.323;8.72;0.055;42.0;145.5;0.99132;3.25;0.58;10.3;6
7.25;0.3;0.434;1.58;0.023;49.6;92.7;0.99685;3.3;0.39;10.32;5
6.86;0.271;0.2;0.65;0.022;20.1;127.1;0.99462;3.0;0.5;10.4;5
8.28;0.279;0.32;11.17;0.061;40.2;164.5;0.99324;3.19;0.46;10.99;5
6.97;0.188;0.214;8.0;0.057;33.8;139.0;0.99506;3.2;0.5;8.66;6
6.95;0.214;0.501;3.3;0.032;31.5;110.9;0.99614;3.24;0.42;11.02;6
7.3;0.215;0.424;6.02;0.009;25.0;189.3;0.99569;2.96;0.46;11.2;5
6.11;0.423;0.269;10.34;0.044;14.0;194.2;0.99972;3.06;0.59;10.77;5
6.33;0.251;0.185;8.33;0.03;34.7;156.7;0.99121;3.52;0.72;9.19;8
6.21;0.263;0.148;11.61;0.056;24.5;185.3;0.99609;3.26;0.61;11.93;5
7.56;0.077;0.281;2.58;0.061;38.9;121.2;0.99264;3.44;0.31;11.6;5
5.58;0.101;0.497;11.84;0.037;2;95.0;0.99639;3.26;0.48;9.62;5
6.46;0.127;0.323;0.85;0.06;19.9;200.1;0.9866;3.35;0.41;8.0;5
6.78;0.174;0.325;11.91;0.027;40.1;80.8;0.99652;3.09;0.51;11.53;6
5.82;0.195;0.363;3.37;0.056;43.8;129.6;0.99539;3.07;0.77;12.42;5
7.75;0.155;0.419;6.69;0.073;74.8;94.7;0.99368;3.08;0.61;11.18;5
9.23;0.19;0.259;4.79;0.031;58.1;145.9;0.98907;3.05;0.41;10.63;5
6.61;0.215;0.351;16.27;0.022;54.0;62.2;1.00007;3.16;0.49;10.65;7
7.2;0.184;0.439;0.6;0.109;43.2;116.0;0.98923;3.15;0.44;12.58;4
8.03;0.217;0.27;9.69;0.024;48.0;155.8;0.99286;3.19;0.66;9.23;5
5.76;0.407;0.332;10.56;0.01;30.3;221.8;0.99674;3.24;0.31;11.0;7
6.8;0.415;0.353;14.21;0.033;49.5;115.8;0.99454;3.14;0.5;11.37;6
7.42;0.161;0.386;3.12;0.047;44.4;132.7;0.98969;3.21;0.41;9.83;5
5.28;0.366;0.247;14.87;0.037;10.5;168.0;0.99473;3.13;0.33;9.37;6
5.29;0.379;0.425;12.96;0.066;25.3;137.8;0.992;2.97;0.44;9.37;5
5.31;0.24;0.53;16.6;0.057;56.9;229.7;0.99596;2.99;0.67;10.62;7
6.8;0.137;0.248;0.6;0.026;40.0;160.3;0.99467;3.18;0.24;10.17;6
7.4;0.345;0.327;0.6;0.07;23.2;151.3;0.99387;3.29;0.67;10.9;6
8.78;0.28;0.456;17.67;0.048;57.8;179.5;0.99742;3.21;0.59;8.12;6
8.27;0.259;0.346;9.14;0.009;52.5;150.7;0.99362;3.24;0.49;8.39;5
8.76;0.159;0.388;2.74;0.028;44.2;129.1;0.99516;3.15;0.43;10.55;8
7.12;0.212;0.321;8.07;0.018;14.9;59.9;0.99373;3.32;0.31;14.07;5
6.4;0.412;0.414;12.58;0.009;32.1;204.9;0.9946;3.41;0.46;10.08;4
9.42;0.589;0.343;0.6;0.074;18.0;115.6;0.99225;3.13;0.61;10.17;5
7.54;0.226;0.23;19.39;0.076;68.7;163.4;0.99045;3.28;0.37;11.05;6
5.61;0.096;0.352;12.87;0.039;46.1;96.3;0.99785;3.11;0.56;10.35;6
7.92;0.406;0.236;0.6;0.031;62.1;133.2;0.99331;3.13;0.37;10.41;6
7.16;-0.042;0.26;14.59;0.054;28.7;182.5;0.99615;3.24;0.43;11.16;6
6.63;0.203;0.414;0.6;0.047;36.5;127.9;0.99234;3.36;0.47;10.26;7
6.64;0.308;0.098;5.11;0.022;30.7;67.5;0.99529;2.98;0.54;9.44;5
6.43;0.109;0.313;1.68;0.048;45.9;157.7;0.99577;3.4;0.67;12.75;5
7.82;0.08;0.524;4.84;0.02;45.2;131.2;0.99755;3.08;0.51;10.06;5
7.13;0.4;0.235;0.6;0.063;11.6;183.5;0.99572;3.21;0.37;10.31;6
6.4;0.257;0.337;4.25;0.012;23.3;90.1;0.99337;3.31;0.47;10.04;6
6.97;0.421;0.328;4.81;0.055;45.7;118.9;0.99452;3.21;0.55;10.3;7
8.69;0.384;0.314;3.94;0.089;22.0;143.0;0.99376;3.38;0.64;11.84;6
6.03;0.171;0.436;0.6;0.066;31.0;217.9;0.99723;3.3;0.6;13.14;6
6.21;0.362;0.455;7.97;0.052;2;198.9;0.99271;3.19;0.47;10.27;6
7.89;0.21;0.341;8.17;0.059;47.9;112.3;0.99596;3.08;0.42;9.87;6
6.54;0.444;0.312;4.02;0.066;53.0;139.2;0.99404;3.06;0.59;11.8;7
7.48;0.172;0.395;0.6;0.012;51.0;53.5;0.99613;3.23;0.47;10.44;5
6.68;0.284;0.146;6.07;0.044;43.0;160.4;0.99286;3.09;0.47;9.66;6
6.73;0.202;0.368;11.58;0.059;21.2;149.1;0.99111;3.1;0.26;10.82;6
6.58;0.337;0.318;2.04;0.09;44.3;125.9;1.00041;3.11;0.45;9.99;6
6.21;0.26;0.16;2.83;0.044;30.2;172.4;0.99232;3.35;0.53;11.41;3
8.42;0.367;0.3;11.91;0.051;31.2;127.6;0.9995;3.13;0.31;11.72;6
6.57;0.193;0.293;0.6;0.045;29.2;71.9;0.99931;3.13;0.44;10.34;5
6.35;0.223;0.403;2.15;0.021;22.3;196.2;0.99071;3.54;0.45;8.69;7
8.3;0.338;0.322;12.58;0.009;57.9;114.1;0.99805;3.24;0.35;12.04;5
6.14;0.241;0.164;3.77;0.018;45.2;183.8;0.9923;3.14;0.33;10.2;6
6.46;0.275;0.305;1.61;0.043;24.4;173.6;0.99488;3.08;0.52;11.13;5
6.56;0.27;0.4;0.6;0.03;52.5;165.8;0.99497;3.32;0.55;10.87;6
9.02;0.244;0.494;9.33;0.056;51.9;71.7;0.99032;3.31;0.57;9.94;6
5.85;0.304;0.389;4.76;0.051;32.0;148.9;0.99343;3.07;0.79;11.76;4
6.53;0.2;0.538;0.6;0.018;47.7;122.8;0.99301;3.34;0.43;10.98;6
6.36;0.389;0.353;15.67;0.054;49.8;189.2;0.99696;3.14;0.41;11.09;6
6.15;0.325;0.254;4.17;0.08;37.6;144.7;0.99248;3.13;0.46;10.55;7
7.59;0.359;0.429;12.93;0.032;18.3;81.5;0.98998;3.0;0.52;10.26;6
7.37;0.352;0.272;3.92;0.057;24.9;114.4;0.98798;3.4;0.35;10.45;6
7.0;0.26;0.411;6.86;0.092;6.1;186.6;0.99497;3.12;0.45;9.99;6
6.22;0.474;0.372;8.3;0.05;44.0;55.3;0.9948;3.32;0.37;10.78;5
7.24;0.381;0.329;2.45;0.079;4.6;203.2;0.99698;3.09;0.54;8.55;5
6.08;0.226;0.264;0.6;0.041;34.9;106.6;0.99388;3.31;0.36;10.28;6
6.98;0.34;0.303;3.99;0.07;38.4;208.7;0.99045;3.14;0.55;9.93;6
6.47;0.332;0.18;2.0;0.027;18.5;173.0;0.99309;3.47;0.36;10.61;5
8.69;0.316;0.417;3.72;0.034;68.4;133.4;0.99372;3.22;0.37;9.82;5
6.65;0.344;0.31;6.28;0.038;47.3;137.5;0.98957;3.37;0.77;12.67;6
6.89;0.281;0.181;19.68;0.042;46.5;68.4;0.99292;3.05;0.4;9.8;7
6.4;0.346;0.458;13.3;0.055;37.8;110.1;0.99365;3.61;0.61;12.66;7
6.52;0.276;0.315;2.73;0.009;29.1;171.3;0.99171;3.26;0.41;12.0;7
7.12;0.341;0.457;5.28;0.065;32.8;121.3;0.99303;3.07;0.38;11.15;6
7.5;0.275;0.365;0.6;0.009;24.7;89.3;0.99153;3.37;0.46;8.53;6
7.43;0.329;0.258;13.45;0.077;31.6;127.3;0.99386;3.17;0.31;11.48;6
6.42;0.298;0.214;5.34;0.063;28.5;175.6;0.99165;3.15;0.44;10.84;6
6.43;0.391;0.331;13.15;0.051;39.3;200.7;0.99523;3.17;0.51;11.46;6
7.63;0.176;0.386;0.6;0.047;30.7;131.7;0.99105;3.11;0.49;11.85;6
5.91;0.411;0.261;3.42;0.05;60.8;70.1;0.99066;3.35;0.47;11.55;7
7.31;0.296;0.407;15.74;0.042;56.7;128.9;0.99711;3.46;0.41;9.27;6
7.22;0.418;0.192;0.6;0.026;60.0;184.9;0.99371;3.29;0.57;10.91;7
7.05;0.201;0.51;7.08;0.05;45.7;151.0;0.98746;3.14;0.36;10.72;6
6.23;0.4;0.486;8.54;0.06;28.4;142.6;0.99523;3.23;0.56;8.59;6
7.7;0.202;0.213;12.7;0.055;25.8;145.1;0.996;3.08;0.5;9.54;5
6.66;0.185;0.471;6.97;0.093;38.1;138.3;0.99396;3.03;0.63;10.27;7
7.8;0.169;0.1;10.29;0.065;34.6;84.2;0.99325;3.05;0.3;11.96;6
6.83;0.418;0.217;13.37;0.025;20.2;88.7;0.99174;3.18;0.54;9.69;7
5.45;0.379;0.418;0.6;0.049;12.0;128.9;0.99907;3.43;0.46;11.0;6
7.92;0.289;0.325;18.73;0.028;51.2;182.6;0.99037;3.19;0.48;8.47;4
7.65;0.375;0.274;2.92;0.053;32.7;105.6;0.99604;3.16;0.69;10.95;6
6.98;0.318;0.389;9.76;0.027;11.4;191.0;0.99374;3.2;0.78;9.71;7
6.4;0.228;0.324;4.77;0.044;69.7;128.1;0.99284;3.27;0.54;10.41;8
6.83;0.259;0.622;0.6;0.009;51.3;102.2;0.99502;3.19;0.38;11.22;6
5.87;0.27;0.537;0.6;0.075;29.5;188.9;0.98773;3.19;0.69;9.47;6
8.27;0.492;0.357;1.1;0.05;26.0;165.6;0.99427;2.91;0.44;10.66;7
6.89;0.368;0.415;13.51;0.073;40.9;82.4;0.99332;3.04;0.58;11.86;6
8.4;0.107;0.425;9.39;0.054;36.8;139.2;0.99196;3.47;0.45;10.29;6
6.58;0.053;0.659;1.31;0.062;8.7;122.7;0.98915;3.1;0.64;9.13;6
6.81;0.281;0.556;4.62;0.033;2;154.5;0.98796;3.28;0.46;12.35;5
6.98;0.196;0.265;13.29;0.074;44.6;210.1;0.99179;3.51;0.29;10.78;5
6.4;0.341;0.077;2.63;0.041;43.0;161.9;0.99762;3.4;0.48;11.1;5
6.88;0.285;0.641;6.04;0.043;42.3;129.1;0.99116;3.11;0.52;13.5;6
6.18;0.248;0.44;1.15;0.045;35.6;93.5;0.98925;3.38;0.29;11.77;7
6.49;0.252;0.313;6.28;0.053;6.7;212.1;0.99433;3.01;0.51;10.83;5
7.89;0.196;0.19;2.59;0.059;14.2;142.8;0.98894;3.17;0.55;8.86;6
6.92;0.293;0.436;4.92;0.038;26.5;184.0;0.99579;3.15;0.53;11.26;7
7.87;0.334;0.221;4.88;0.072;31.9;160.7;0.99657;3.3;0.47;10.12;7
7.0;0.294;0.385;1.88;0.047;47.3;173.6;0.99182;3.16;0.33;13.26;7
8.6;0.173;0.225;0.83;0.041;49.4;152.6;0.99007;3.13;0.62;10.09;5
7.33;0.463;0.494;0.6;0.037;60.4;187.8;0.993;3.2;0.37;10.14;6
6.69;0.299;0.316;7.29;0.059;48.3;126.3;0.98884;3.18;0.52;8.25;7
7.31;0.547;0.516;4.82;0.061;34.0;60.3;0.9945;3.25;0.5;11.46;7
6.03;0.215;0.274;4.98;0.052;41.8;127.9;0.9903;3.35;0.52;12.25;6
5.55;0.293;0.229;8.67;0.017;55.5;168.5;0.98952;3.17;0.61;12.24;6
9.9;0.271;0.454;0.6;0.061;30.6;107.8;0.99357;2.91;0.5;9.37;6
7.21;0.365;0.395;2.79;0.074;51.3;156.2;0.99285;3.28;0.72;10.21;7
6.86;0.262;0.251;1.19;0.009;58.6;227.1;0.99835;3.18;0.66;10.28;5
6.92;0.267;0.313;1.31;0.045;50.0;233.3;0.99151;2.96;0.45;10.98;8
7.73;0.307;0.263;7.21;0.009;22.7;130.3;0.98685;3.09;0.47;9.9;4
5.84;0.141;0.466;4.74;0.043;56.0;161.1;0.99228;3.29;0.53;10.81;5
6.24;0.088;0.301;12.52;0.009;44.3;114.8;0.99513;3.11;0.32;10.57;6
6.42;0.472;0.338;4.32;0.05;47.1;170.9;0.99354;3.22;0.31;8.64;6
5.47;0.396;0.495;6.6;0.054;56.1;168.0;0.99479;3.14;0.59;10.6;6
6.31;0.259;0.393;10.4;0.058;28.7;128.9;0.99084;3.38;0.16;11.03;6
7.32;0.314;0.4;1.64;0.078;32.0;95.0;0.99872;3.33;0.38;10.94;7
6.82;0.206;0.254;2.6;0.041;63.0;173.3;0.98917;2.91;0.45;10.13;5
6.26;0.128;0.376;2.22;0.009;28.0;133.5;0.99588;3.24;0.45;11.52;7
7.94;0.264;0.185;6.35;0.033;48.4;160.4;0.99646;3.07;0.43;9.66;7
7.34;0.242;0.423;8.86;0.037;11.6;159.5;0.99273;3.29;0.44;9.99;5
5.52;0.382;0.384;13.53;0.04;41.5;103.6;0.99846;3.01;0.34;9.56;6
6.68;0.44;0.327;0.6;0.073;47.2;107.5;0.99454;3.2;0.41;9.49;6
6.44;0.345;0.357;3.28;0.06;49.3;136.0;0.99474;3.34;0.61;9.45;5
6.56;0.423;0.413;3.64;0.061;43.0;126.6;0.99579;2.94;0.5;11.54;5
7.51;0.245;0.411;6.75;0.044;37.0;148.9;0.98479;3.45;0.56;12.09;6
6.12;0.235;0.492;15.33;0.053;75.3;194.3;0.99727;3.06;0.6;8.0;7
7.56;0.315;0.476;5.0;0.046;58.1;104.2;0.98967;2.93;0.39;10.79;5
7.15;0.107;0.429;0.6;0.029;67.6;162.5;0.99533;2.94;0.4;10.99;6
5.48;0.326;0.177;5.04;0.076;23.0;178.3;0.99546;3.14;0.55;10.88;5
7.18;0.275;0.479;8.1;0.06;11.2;100.7;0.99328;3.34;0.53;9.0;7
7.91;0.175;0.526;3.91;0.009;62.3;148.8;0.99312;3.32;0.67;8.88;7
6.19;0.342;0.151;1.33;0.027;36.8;130.7;0.99403;2.99;0.51;10.4;5
6.34;0.349;0.295;1.38;0.029;2;169.8;0.99135;3.13;0.6;10.87;5
6.59;0.195;0.308;5.97;0.062;25.5;173.5;0.99276;3.2;0.37;10.56;5
6.09;0.513;0.285;5.05;0.023;11.6;128.7;0.99441;3.31;0.44;11.78;7
7.79;0.187;0.066;5.46;0.043;29.7;212.7;0.99195;3.19;0.55;9.9;8
8.12;0.172;0.613;19.16;0.02;42.4;149.6;0.99591;3.12;0.33;10.37;5
7.72;0.407;0.252;2.97;0.05;33.3;98.9;0.99536;3.09;0.62;8.7;5
6.26;0.314;0.334;2.46;0.05;23.3;168.5;0.99763;3.16;0.38;11.71;5
5.67;0.255;0.491;10.67;0.014;45.4;143.4;0.99272;2.5;0.47;10.93;5
6.55;0.392;0.369;5.2;0.059;13.3;126.9;0.99541;3.08;0.48;10.15;6
7.49;0.278;0.219;2.4;0.009;45.2;103.5;0.9931;3.18;0.55;13.27;6
7.07;0.301;0.362;0.6;0.046;40.6;136.2;0.99214;3.31;0.51;12.81;7
7.94;0.36;0.051;0.6;0.074;42.9;165.6;0.99661;3.27;0.61;9.03;6
7.89;0.182;0.261;2.74;0.04;48.1;97.8;0.99684;3.43;0.44;10.43;6
7.18;0.318;0.379;0.6;0.028;48.8;65.8;0.9937;3.04;0.38;9.87;5
7.03;0.309;0.291;14.64;0.045;56.4;110.8;0.98846;3.19;0.46;10.5;5
5.88;0.249;0.245;3.83;0.026;28.0;115.5;0.99464;3.1;0.73;8.74;6
8.35;0.166;0.357;9.55;0.071;25.0;144.5;0.99021;3.15;0.41;11.51;6
6.47;0.357;0.452;8.56;0.027;52.7;142.7;0.99635;3.39;0.48;9.57;5
6.42;0.081;0.27;7.23;0.09;97.0;134.6;0.99402;3.32;0.23;10.31;6
6.14;0.37;0.403;0.6;0.025;28.5;153.8;0.99489;3.16;0.6;12.62;6
7.67;0.191;0.357;0.6;0.063;41.1;125.1;0.99646;3.08;0.37;12.01;5
6.95;0.25;0.226;7.65;0.009;65.2;141.5;1.00425;3.33;0.39;10.31;6
7.79;0.116;0.225;7.93;0.048;33.2;152.9;0.99639;3.01;0.68;10.64;4
7.84;0.284;0.368;0.6;0.03;33.8;80.3;0.99802;3.13;0.48;10.31;6
6.13;-0.012;0.393;9.69;0.084;45.9;119.1;0.98864;3.4;0.49;12.45;5
7.8;0.264;0.206;8.41;0.05;60.0;169.4;0.98938;3.24;0.51;8.0;6
6.78;0.251;0.349;4.05;0.055;33.6;121.4;0.98931;2.97;0.45;13.37;6
8.85;0.309;0.49;0.6;0.046;35.1;153.1;0.99422;3.21;0.49;11.98;5
7.08;0.42;0.266;11.37;0.096;52.0;178.3;0.99546;2.92;0.27;9.6;6
5.98;0.196;0.355;3.49;0.059;49.4;109.9;0.99164;3.15;0.39;10.39;6
7.06;0.302;0.148;2.85;0.036;44.8;169.9;0.99273;3.15;0.63;13.2;6
7.61;0.129;0.555;7.92;0.09;11.0;165.4;0.99202;3.22;0.6;13.02;6
6.02;0.321;0.271;7.06;0.04;39.3;92.7;0.99498;3.07;0.59;11.17;7
7.25;0.345;0.263;12.2;0.035;58.6;163.9;0.9902;3.33;0.41;12.06;6
7.42;0.241;0.216;5.6;0.021;25.9;186.9;0.99676;3.44;0.31;11.92;5
6.99;0.13;0.435;4.76;0.055;36.6;114.0;0.99987;3.31;0.5;11.05;8
6.89;0.208;0.23;4.49;0.041;21.7;99.0;0.99294;3.22;0.66;12.21;6
6.27;0.221;0.457;7.57;0.054;39.5;84.2;0.99085;3.14;0.28;10.29;6
7.34;0.253;0.393;2.83;0.064;27.8;122.2;0.99547;3.06;0.38;9.37;7
6.45;0.212;0.31;12.71;0.075;37.0;114.6;0.99774;3.09;0.38;11.24;7
5.75;0.36;0.21;14.11;0.043;2;196.2;0.98989;3.18;0.35;8.0;5
7.03;0.234;0.196;4.84;0.065;74.9;111.5;0.9928;3.37;0.19;11.28;6
6.82;0.144;0.22;5.55;0.061;29.0;193.1;0.99372;3.17;0.44;11.42;6
5.21;0.237;0.431;12.47;0.042;57.1;69.2;0.99573;3.38;0.47;11.67;7
6.3;0.52;0.126;10.06;0.066;41.2;158.6;0.98831;3.57;0.59;10.0;7
5.81;0.305;0.544;10.42;0.057;43.9;118.7;0.99771;3.34;0.67;11.17;6
9.12;0.275;0.25;2.72;0.066;40.1;212.1;0.99303;3.12;0.4;12.19;5
6.17;0.172;0.535;10.6;0.045;51.7;94.8;0.99766;3.22;0.63;9.21;4
7.42;0.384;0.374;5.39;0.056;43.6;181.0;0.99728;3.27;0.45;10.7;7
6.74;0.26;0.417;16.7;0.047;60.3;168.5;0.99134;3.35;0.47;11.08;5
7.59;0.151;0.182;0.6;0.032;18.6;16.5;0.9965;3.09;0.49;10.17;6
7.76;0.195;0.277;13.28;0.032;47.1;64.3;0.9925;3.42;0.57;9.56;8
6.17;0.376;0.541;12.72;0.051;50.5;172.5;0.98286;3.21;0.62;11.71;6
6.85;0.284;0.235;3.08;0.021;30.4;146.1;0.9888;3.0;0.45;10.11;5
6.62;0.326;0.307;3.75;0.053;56.7;131.5;0.99227;3.21;0.41;10.74;7
6.49;0.189;0.386;15.16;0.086;67.3;133.7;0.98595;3.3;0.47;11.52;7
6.75;0.451;0.405;10.53;0.048;48.1;64.9;0.99168;3.34;0.54;12.85;6
6.53;0.332;0.445;0.6;0.025;52.0;184.4;0.9911;3.35;0.41;9.0;6
8.41;0.214;0.233;4.3;0.048;39.5;123.6;0.99791;3.09;0.54;10.0;6
6.58;0.288;0.411;7.86;0.046;28.0;94.4;0.99166;3.23;0.55;10.9;6
8.09;0.318;0.248;13.55;0.04;16.8;224.7;0.99561;3.16;0.34;11.41;3
7.44;0.194;0.209;5.24;0.094;22.2;109.6;0.99541;3.07;0.32;10.8;6
6.73;0.295;0.507;3.21;0.019;28.4;47.1;0.99721;3.29;0.4;9.97;5
6.76;0.115;0.343;6.32;0.044;46.6;155.8;0.99463;3.36;0.71;9.7;8
7.58;0.485;0.286;5.4;0.068;18.5;139.9;0.9937;3.22;0.33;11.05;6
6.9;0.33;0.323;9.14;0.045;37.4;70.2;0.9929;3.25;0.49;9.96;5
7.88;0.209;0.119;13.32;0.01;28.4;97.3;0.99678;3.15;0.49;11.26;5
7.13;0.325;0.308;6.38;0.048;45.0;193.5;0.99407;3.05;0.35;11.49;6
6.66;0.321;0.211;0.6;0.065;23.1;103.3;0.99695;2.88;0.49;9.78;5
5.97;0.244;0.368;4.78;0.034;14.3;197.2;0.9871;3.28;0.49;8.0;6
6.62;0.464;0.313;11.59;0.023;37.4;270.3;0.99335;3.14;0.56;9.1;6
7.62;0.08;0.292;4.75;0.038;37.7;84.6;0.99351;3.25;0.56;10.21;5
6.09;0.264;0.358;3.12;0.021;48.9;111.6;0.99312;3.21;0.6;8.0;5
6.32;0.173;0.399;11.55;0.088;27.6;123.4;0.991;3.43;0.54;11.62;7
7.33;0.073;0.48;12.41;0.071;60.7;165.9;0.99606;3.13;0.4;11.5;6
8.08;0.143;0.236;0.6;0.053;67.1;157.7;0.99501;3.46;0.51;9.3;8
6.9;0.265;0.428;10.28;0.056;41.9;151.3;0.99113;3.49;0.64;9.74;5
6.14;0.138;0.307;13.89;0.077;52.2;183.9;0.99551;3.06;0.52;11.18;6
6.55;0.262;0.143;18.62;0.009;39.3;203.8;0.99187;3.01;0.26;10.68;6
7.08;0.319;0.26;9.21;0.053;31.0;118.0;0.99521;3.1;0.46;10.48;6
7.52;0.156;0.359;6.37;0.04;50.2;77.5;0.99459;3.27;0.21;8.94;6
6.04;0.356;0.48;4.15;0.065;14.9;174.5;0.99428;3.41;0.4;14.1;6
7.58;0.278;0.245;12.03;0.021;19.4;191.2;0.99004;3.34;0.51;9.37;5
6.31;0.279;0.51;0.68;0.041;45.7;116.7;0.99703;2.98;0.43;11.06;7
7.2;0.362;0.341;0.6;0.069;39.7;188.3;0.99014;3.16;0.45;8.48;6
8.37;0.432;0.23;0.6;0.074;29.4;169.8;0.99524;3.01;0.67;10.8;5
8.16;0.268;0.478;1.28;0.018;64.0;131.1;0.99554;3.03;0.61;11.85;6
8.03;0.384;0.26;9.32;0.067;21.8;172.4;0.98721;3.1;0.51;10.44;7
7.75;0.325;0.511;7.65;0.056;63.1;68.1;0.99302;3.38;0.6;10.95;6
7.87;0.288;0.212;6.57;0.05;38.3;192.8;0.99397;3.29;0.46;10.79;6
6.76;0.207;0.351;3.56;0.071;26.7;122.6;0.99373;3.22;0.67;12.86;6
7.42;0.383;0.177;15.17;0.064;42.6;70.3;0.99427;3.32;0.46;10.75;6
6.27;0.297;0.159;11.27;0.052;43.3;90.4;0.9932;3.39;0.43;10.91;7
6.31;0.272;0.376;12.86;0.026;25.8;36.1;0.9951;3.2;0.53;11.11;6
7.96;0.277;0.441;1.09;0.03;53.6;120.6;0.99341;3.27;0.54;9.28;7
6.29;0.263;0.302;3.36;0.049;2;185.3;0.99114;3.18;0.47;10.5;5
5.02;0.258;0.248;4.48;0.036;56.3;138.3;0.99478;3.34;0.64;11.66;6
7.44;0.366;0.313;9.97;0.053;38.5;188.5;0.99435;3.4;0.66;9.92;5
6.8;0.318;0.453;9.38;0.071;48.0;65.2;0.98974;3.22;0.6;11.44;7
7.71;0.272;0.432;9.69;0.059;50.6;142.5;0.99867;3.33;0.68;11.55;6
6.33;0.292;0.27;2.74;0.015;52.5;104.6;0.99357;3.0;0.4;11.18;6
6.35;0.247;0.376;5.66;0.067;60.7;120.2;0.9873;3.34;0.54;9.92;5
6.14;0.308;0.326;3.77;0.044;56.9;77.1;0.99333;3.41;0.46;9.71;5
7.6;0.374;0.464;7.34;0.104;23.9;147.0;0.99523;3.09;0.47;11.02;6
6.15;0.426;0.369;2.62;0.01;28.4;127.6;0.99346;3.09;0.45;13.32;6
7.32;0.253;0.114;5.46;0.043;34.7;158.1;0.99423;3.21;0.45;11.49;7
5.81;0.192;0.265;17.88;0.097;18.0;128.3;0.99434;3.69;0.5;12.03;5
6.91;0.219;0.242;11.18;0.106;22.0;153.3;0.9938;3.38;0.66;10.2;6
6.61;0.286;0.218;7.91;0.051;33.8;184.1;0.99904;3.18;0.49;11.51;8
5.78;0.337;0.3;13.31;0.028;14.5;75.8;0.98914;3.2;0.48;10.52;6
7.01;0.283;0.297;8.74;0.046;28.6;95.1;0.9967;3.16;0.41;9.64;5
5.32;0.331;0.436;2.21;0.019;49.0;218.3;0.99389;3.19;0.33;9.74;8
7.16;0.303;0.266;4.55;0.038;33.7;206.2;0.99222;3.34;0.37;11.75;5
7.62;0.179;0.341;4.49;0.047;47.3;159.0;0.99435;3.24;0.7;10.11;6
