fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.96;0.498;0.236;4.13;0.157;20.3;45.6;0.99936;3.59;0.6;12.02;8
5.3;0.386;0.107;0.9;0.103;15.9;6;0.99715;3.32;0.74;10.04;6
8.96;0.458;0;3.86;0.15;21.0;60.2;0.99703;2.89;0.52;10.93;4
10.57;0.709;0;1.64;0.155;27.4;22.0;0.99885;3.25;0.82;10.02;6
8.01;0.469;0.372;1.06;0.084;11.5;21.7;0.99723;3.37;0.85;11.25;6
10.87;0.671;0.273;1.78;0.122;1.2;25.4;0.99476;3.24;0.71;10.73;6
9.24;0.748;0.587;2.03;0.095;8.8;36.9;0.99725;3.29;0.53;11.22;7
6.19;0.636;0.567;2.85;0.099;14.1;26.7;0.99775;3.41;0.67;11.1;7
8.96;0.662;0.222;1.49;0.025;16.7;19.0;0.99891;3.1;0.73;10.56;6
7.91;0.359;0.425;3.08;0.158;4.9;95.7;0.99707;3.21;0.6;9.22;6
8.53;0.452;0.292;1.46;0.075;16.4;82.6;0.99855;3.34;0.74;9.54;5
7.45;0.487;0.244;1.94;0.024;16.8;43.4;0.99519;3.38;0.61;10.03;7
7.64;0.716;0.286;2.81;0.106;5.1;15.2;0.99577;3.07;0.85;10.4;5
10.0;0.461;0.125;5.38;0.069;17.7;6;0.99472;3.3;0.72;8.4;5
10.37;0.565;0.62;1.16;0.197;10.4;74.5;1.00153;3.31;0.57;9.07;7
12.14;0.415;0.572;3.04;0.038;16.1;47.6;0.99906;3.57;0.64;10.84;5
8.54;0.602;0.28;4.68;0.113;7.5;16.5;0.99695;3.08;0.71;9.67;6
4.67;0.665;0.011;2.59;0.066;28.1;86.8;0.99889;3.51;0.91;9.24;6
6.77;0.609;0.468;3.25;0.083;2.0;54.4;0.99926;3.33;0.5;9.35;6
11.06;0.531;0;2.07;0.067;18.6;67.4;0.99511;3.37;0.56;9.49;5
5.87;0.745;0.738;3.31;0.062;18.8;20.7;0.99342;3.25;0.67;10.23;6
7.58;0.536;0.242;1.77;0.143;7.3;70.6;0.9919;3.34;0.42;11.48;5
8.19;0.782;0;1.0;0.044;19.0;17.2;0.99698;3.17;0.62;11.09;6
3.55;0.326;0.46;3.29;0.122;28.7;28.8;0.99782;3.58;0.63;9.25;5
8.14;0.617;0.089;2.63;0.142;5.7;46.0;0.99842;3.23;0.96;9.77;5
8.03;0.686;0.288;1.29;0.039;14.1;53.5;0.9966;3.19;0.72;10.66;6
7.08;0.385;0.192;6.26;0.074;8.6;75.0;0.99349;3.29;0.45;10.01;5
8.5;0.825;0.685;0.9;0.013;1;108.8;1.00053;3.48;0.66;9.3;4
9.6;0.484;0.045;0.9;0.113;6.3;62.4;0.99753;3.3;0.8;8.4;5
8.02;0.58;0.095;0.9;0.1;1;67.5;0.99697;3.19;0.55;9.14;7
7.71;0.398;0.239;2.69;0.066;18.7;41.7;0.99925;3.44;0.64;10.46;5
8.65;0.664;0.331;1.92;0.01;3.2;22.0;0.9958;3.44;0.68;10.35;5
7.25;0.687;0;3.09;0.105;31.6;34.7;0.99541;3.61;0.72;11.9;6
7.82;0.458;0.377;3.89;0.083;13.5;74.1;0.99649;3.28;0.59;9.96;5
3.09;0.776;0.776;3.1;0.036;11.7;53.6;1.00096;3.45;0.83;10.7;5
7.68;0.761;0.258;2.9;0.112;18.8;6;0.99512;3.4;0.66;9.31;6
7.62;0.682;0.581;4.35;0.164;11.5;29.6;0.99884;3.07;0.87;9.23;6
8.38;0.139;0.405;3.05;0.122;6.6;40.4;0.99556;3.33;0.8;9.84;6
10.08;0.497;0.097;1.06;0.129;27.0;91.0;0.99668;3.27;0.25;10.05;6
9.5;0.45;0.285;0.95;0.143;27.2;14.4;0.99311;3.21;0.72;9.91;5
9.08;0.448;0.666;1.32;0.07;23.7;64.1;0.9959;3.2;0.69;8.4;6
5.14;0.736;0.232;4.01;0.128;4.4;111.0;0.99784;3.45;0.68;10.39;4
6.77;0.203;0.648;2.46;0.131;20.5;43.2;0.99971;3.5;0.86;9.62;4
6.6;0.239;0.307;2.16;0.133;23.7;6;0.99473;3.5;0.41;10.31;5
9.02;0.598;0.242;5.17;0.088;10.8;63.0;0.99841;3.13;0.98;10.63;5
7.17;0.483;0.212;3.86;0.055;16.1;72.0;0.99612;3.47;0.72;8.81;6
5.88;0.357;0.364;3.47;0.095;25.8;28.7;0.9979;3.4;0.62;9.61;5
6.85;0.444;0.571;2.27;0.062;13.2;77.7;0.9964;3.28;0.69;11.3;6
8.16;0.814;0.252;0.9;0.033;24.0;61.0;0.99823;3.48;0.93;10.01;7
9.87;0.418;0.281;1.68;0.082;17.3;43.1;0.99834;3.26;0.61;11.13;5
8.86;0.214;0.165;1.47;0.01;21.7;98.9;0.99468;3.46;0.41;9.66;5
8.13;0.434;0.106;3.57;0.111;28.0;63.6;0.99365;3.26;0.97;8.4;5
7.12;0.472;0.258;4.85;0.062;1.8;48.0;0.99961;3.27;0.67;9.37;5
6.92;0.652;0.603;5.35;0.127;12.2;44.8;0.99705;3.51;0.49;9.84;6
8.62;0.372;0.186;1.84;0.102;18.8;59.8;0.99895;3.35;0.85;9.14;6
7.35;0.814;0.526;2.7;0.057;20.8;6;0.99664;3.31;0.66;8.97;6
9.24;0.719;0;2.23;0.058;35.9;46.6;0.99822;3.19;0.6;8.4;7
10.08;0.37;0.283;4.11;0.078;17.9;56.8;0.99523;3.36;0.82;9.9;6
7.25;0.5;0.328;0.9;0.1;27.9;29.2;0.99881;3.41;0.74;9.34;5
6.88;0.697;0.54;3.16;0.01;11.2;34.2;1.00186;3.19;0.49;8.87;6
7.83;0.942;0;3.03;0.078;21.4;31.0;0.99824;3.3;0.47;9.47;5
9.11;0.541;0.077;3.83;0.078;25.6;6;0.99674;3.28;0.63;9.72;6
7.85;0.694;0.123;4.78;0.059;27.8;53.6;0.99796;3.01;0.65;11.05;5
9.13;0.242;0.309;0.9;0.111;30.6;60.2;0.99512;3.0;0.52;10.49;6
7.75;0.586;0.172;1.67;0.014;33.2;60.0;0.99736;3.31;0.51;10.59;5
6.54;0.616;0.4;2.73;0.106;16.3;89.4;0.99682;3.19;0.52;10.25;4
8.41;0.46;0.337;0.9;0.051;34.7;76.0;0.99554;3.38;0.59;9.25;5
8.7;0.404;0.004;2.46;0.165;21.1;48.9;0.99508;3.39;0.6;10.45;6
10.1;0.415;0.473;2.69;0.142;18.4;63.8;0.9935;3.11;0.67;9.26;6
6.2;0.836;0.217;0.9;0.07;18.4;34.9;0.999;3.21;0.94;10.34;6
7.05;0.588;0;3.42;0.082;1;89.1;0.99792;3.21;0.83;9.72;5
5.3;0.76;0.303;5.18;0.091;23.3;49.3;0.99538;3.36;0.7;12.0;5
5.84;0.597;0.301;0.9;0.028;32.9;59.2;0.99589;3.33;0.54;10.52;6
8.68;0.702;0;0.9;0.058;11.6;71.8;0.99686;3.41;0.6;11.48;5
9.44;0.478;0.207;3.14;0.128;9.2;62.6;0.99511;3.07;0.75;10.35;5
6.62;0.429;0.346;0.9;0.146;21.3;57.7;0.99931;3.18;0.86;11.67;5
5.95;0.544;0.27;1.31;0.136;44.2;56.0;0.99499;3.31;0.74;10.3;6
8.38;0.239;0.49;0.9;0.177;21.6;16.4;0.99763;3.2;0.73;10.42;6
6.81;0.657;0.415;2.2;0.062;8.5;62.3;0.99781;3.24;0.62;11.34;6
10.55;0.827;0.398;3.92;0.036;8.4;71.0;0.99734;3.39;1.06;9.34;6
8.73;0.421;0.336;2.07;0.116;26.3;30.6;0.9992;3.41;0.59;9.61;5
11.06;0.563;0.238;4.7;0.012;25.6;55.7;0.99481;3.2;0.67;10.58;7
12.66;0.82;0.434;3.58;0.179;13.7;29.3;0.99647;3.14;0.51;9.97;7
10.14;0.709;0.47;1.25;0.135;13.4;9.8;0.99667;3.01;0.7;11.13;5
9.48;0.481;0.344;2.85;0.01;28.3;65.1;0.99754;3.4;0.89;9.05;6
12.46;0.293;0.239;4.31;0.034;23.3;71.8;0.99538;3.14;0.7;10.31;7
7.91;0.564;0.309;3.39;0.095;18.0;51.9;0.99562;3.22;0.86;9.44;6
8.48;0.624;0.042;1.6;0.097;6.4;17.9;0.99784;3.39;0.7;8.4;5
9.36;0.441;0.347;1.01;0.021;11.2;31.6;0.99519;3.25;0.65;9.4;7
10.19;0.618;0.367;1.88;0.093;7.5;37.9;0.99784;3.22;0.21;11.62;5
9.7;0.369;0;4.55;0.118;15.8;59.0;0.99556;3.56;0.69;9.54;5
10.19;0.667;0.091;2.96;0.045;19.0;125.7;0.99489;3.28;0.74;10.8;6
5.85;0.293;0.271;1.73;0.147;10.8;63.2;0.99551;3.67;0.55;9.76;7
11.9;0.686;0.138;4.72;0.171;23.8;46.5;0.99516;3.26;0.87;9.73;7
9.99;0.594;0.489;4.6;0.095;1;69.8;0.99627;3.36;0.42;9.88;6
9.04;0.945;0.48;2.05;0.185;28.1;84.3;0.99772;3.28;0.42;10.98;6
9.19;0.533;0.237;3.15;0.05;7.3;31.7;0.99535;3.49;0.86;10.03;7
8.51;0.666;0.177;1.96;0.225;1;93.4;0.99832;3.42;0.36;9.31;6
9.13;0.235;0.284;3.19;0.151;15.7;21.1;0.99565;3.47;0.47;11.85;5
4.5;0.294;0;2.11;0.161;14.6;71.2;0.99472;3.3;0.91;8.4;5
10.86;0.72;0.28;4.19;0.029;7.5;92.0;0.99871;3.26;0.45;10.96;6
6.88;0.685;0.186;1.03;0.05;22.9;6;0.99586;3.27;0.67;9.41;6
9.82;0.42;0.024;3.98;0.039;31.0;72.2;0.99471;2.95;0.6;11.0;6
6.06;0.507;0.232;2.26;0.083;20.4;41.5;0.9997;3.18;0.61;8.4;5
8.99;0.377;0.412;2.36;0.073;17.0;6;0.99821;3.29;0.96;10.88;6
11.21;0.447;0.443;1.04;0.157;27.4;6;0.99538;3.49;0.64;8.4;5
8.7;0.454;0.222;0.9;0.066;27.2;59.1;0.99842;3.29;0.92;9.28;7
10.86;0.541;0;2.24;0.108;1;11.1;0.99595;3.12;0.67;9.09;5
7.93;0.414;0.486;3.57;0.121;8.4;42.1;0.9997;3.16;0.62;10.86;7
7.93;0.675;0;2.04;0.146;51.1;109.3;0.99619;3.33;0.42;9.95;5
5.03;0.539;0.412;2.43;0.097;30.8;47.6;0.99699;3.31;0.69;8.87;5
6.17;0.306;0.192;0.9;0.135;3.0;24.0;1.00074;3.03;0.65;8.74;7
8.77;0.394;0;4.74;0.125;12.3;6;1.00044;3.51;0.91;11.22;6
8.21;0.877;0.657;2.9;0.032;6.9;50.8;0.99761;3.11;0.61;8.75;6
3.56;0.353;0.028;2.94;0.149;20.6;11.3;0.99674;3.4;0.63;9.15;5
7.5;0.319;0.582;3.82;0.144;31.1;67.4;0.99253;3.15;0.62;8.74;6
7.14;0.114;0.402;2.46;0.031;19.7;33.0;0.99519;3.03;0.51;10.98;6
8.0;0.462;0.12;4.47;0.09;13.5;16.4;1.00052;3.6;0.5;9.56;6
8.18;0.392;0.013;1.12;0.1;21.8;23.8;0.99491;3.36;0.71;11.74;7
7.57;0.387;0.396;2.29;0.063;13.3;58.8;0.99487;3.5;0.8;9.55;5
7.3;0.602;0.538;2.36;0.045;30.6;39.9;0.99664;2.97;0.36;11.38;5
8.93;0.742;0.217;3.93;0.088;38.2;58.8;0.99323;3.19;0.76;10.23;6
8.83;0.642;0.053;4.9;0.141;8.5;6;0.99491;3.22;0.32;10.69;6
9.21;0.577;0.28;0.9;0.059;33.5;24.7;0.9961;3.43;0.6;10.97;6
9.97;0.403;0;0.9;0.184;4.0;83.8;0.99566;3.18;0.78;11.43;5
9.8;0.438;0.375;2.92;0.059;7.7;64.0;1.00041;3.14;0.8;8.4;6
8.74;0.457;0;2.28;0.062;27.4;10.4;0.99564;3.16;0.79;10.71;5
9.78;0.666;0.702;1.19;0.109;17.9;50.0;0.99863;3.43;0.55;9.84;8
8.71;0.221;0.197;0.9;0.197;22.4;31.1;0.99907;3.47;0.53;9.31;6
6.11;0.673;0.317;3.92;0.199;34.4;66.4;0.99888;3.13;0.55;10.32;5
7.12;0.151;0.649;4.54;0.145;5.5;66.4;0.99727;3.37;0.89;12.83;5
8.7;0.375;0;3.59;0.088;23.6;6;1.00228;3.27;0.73;9.51;6
9.24;0.555;0.277;4.63;0.123;8.5;6;0.99507;3.24;0.58;11.68;5
6.36;0.459;0.087;1.57;0.107;31.5;11.2;0.99413;3.33;0.54;9.65;6
5.88;0.61;0.316;4.52;0.163;30.8;25.6;0.99679;3.14;1.02;10.35;7
10.95;0.348;0.411;2.14;0.147;20.0;56.9;0.99844;3.02;0.86;10.0;6
12.32;0.951;0.18;2.67;0.099;35.5;68.8;0.99965;3.35;0.54;9.56;5
7.08;0.484;0.239;4.74;0.055;18.6;67.4;0.99568;3.49;0.81;10.11;7
9.74;0.448;0.353;4.47;0.066;19.7;43.4;0.99737;3.35;0.76;9.79;7
6.75;0.65;0.33;0.9;0.076;32.6;113.0;0.99941;3.39;0.48;11.13;6
10.27;0.893;0.197;3.11;0.114;20.5;15.4;0.99836;3.41;0.39;10.98;6
9.17;0.462;0.241;0.9;0.01;29.8;28.3;0.99617;3.52;0.39;10.97;6
7.1;0.419;0.479;2.42;0.111;12.9;16.2;0.99629;3.45;0.85;11.7;8
12.37;0.654;0.147;5.07;0.098;23.0;75.2;0.99612;3.12;0.68;11.49;6
5.82;0.87;0.096;3.24;0.082;4.6;22.6;0.99786;3.24;0.81;10.3;5
7.16;0.57;0.387;3.99;0.038;1;6;0.99362;3.23;0.45;11.26;5
8.85;0.594;0.177;1.57;0.127;1;38.9;0.99627;3.35;0.87;11.0;6
9.75;0.61;0.456;2.06;0.043;11.7;23.7;0.99664;3.11;0.75;11.32;6
8.9;0.702;0;3.1;0.161;33.6;15.6;1.00074;3.12;0.48;11.56;6
6.48;0.547;0.283;2.84;0.075;21.3;23.7;0.99774;3.25;0.73;11.02;6
5.84;0.826;0;1.21;0.015;18.4;42.7;0.99755;3.0;0.52;11.06;6
9.79;0.449;0.195;1.04;0.07;31.8;41.2;1.00097;3.07;0.61;9.9;5
8.35;0.43;0.134;3.48;0.092;17.7;23.5;0.99345;3.5;0.56;11.36;7
11.67;0.747;0.189;5.69;0.01;18.9;38.3;0.99776;3.41;0.58;10.8;8
8.98;0.268;0.432;2.24;0.059;1;85.2;0.99799;3.32;0.63;11.28;5
7.18;0.597;0.17;2.22;0.143;26.3;27.2;0.99722;3.28;0.67;11.33;5
7.86;0.548;0.27;0.9;0.068;17.0;30.0;0.99638;3.52;0.63;10.4;5
7.98;0.672;0.165;4.59;0.103;12.8;18.4;0.99792;3.02;0.69;9.35;5
10.92;0.426;0.062;2.01;0.076;38.9;58.6;0.99631;3.24;0.53;9.9;6
8.27;0.557;0.185;3.76;0.107;26.5;95.2;0.99738;3.01;0.69;10.43;6
9.97;0.345;0.418;4.18;0.123;7.5;86.9;0.99432;3.37;0.71;10.22;6
7.21;0.596;0.311;2.66;0.086;17.8;23.3;0.99744;3.33;0.57;11.61;6
10.0;1.033;0.174;1.98;0.07;31.1;54.2;0.99619;3.32;0.68;10.74;5
9.35;0.061;0.137;1.86;0.017;21.9;56.2;0.99414;3.74;0.78;11.72;6
6.66;0.4;0.226;3.99;0.122;1;6;0.99617;3.42;0.63;10.43;5
7.68;0.364;0.526;0.9;0.028;31.5;73.4;0.99664;3.29;0.66;9.96;6
9.75;0.441;0.15;0.9;0.121;19.2;65.7;0.99494;3.3;0.46;8.6;5
8.33;0.644;0.269;2.18;0.08;8.8;75.8;0.99252;3.39;0.92;8.4;5
9.86;0.41;0.469;4.37;0.078;17.0;64.9;0.99797;3.53;0.64;10.28;6
8.49;0.469;0.17;1.79;0.07;24.5;64.9;0.99771;3.42;0.83;10.57;5
10.43;0.464;0.301;4.15;0.079;4.9;64.8;0.99634;3.36;0.65;10.81;5
8.16;0.38;0.293;2.85;0.199;19.5;14.2;0.99833;3.32;0.79;11.69;6
7.52;0.567;0.376;3.37;0.074;1;67.2;0.99532;3.36;0.65;9.37;5
8.91;0.467;0.393;3.39;0.058;40.1;6;0.99725;3.12;0.52;9.97;5
9.39;0.641;0;0.9;0.095;29.8;51.4;1.0002;3.14;0.67;11.69;5
8.57;0.527;0.004;3.97;0.114;1;6;0.99814;3.28;0.38;11.0;6
8.16;0.626;0.308;2.14;0.088;30.7;17.8;0.99984;3.22;0.67;10.29;7
9.83;0.35;0.126;3.45;0.026;29.5;34.8;0.99895;3.48;0.65;9.72;6
7.7;0.839;0;3.75;0.123;16.4;51.1;0.99704;3.16;0.42;11.47;7
9.24;0.678;0.483;0.9;0.066;16.1;30.8;0.99647;3.43;0.61;9.29;5
11.33;0.852;0.542;4.53;0.044;12.6;25.5;0.99948;3.1;0.58;9.77;5
6.93;0.552;0.227;2.17;0.146;1;18.0;0.99954;3.39;0.7;10.71;5
9.55;0.705;0.399;2.16;0.091;1;28.6;0.99837;3.31;0.46;9.17;6
7.73;0.444;0.337;3.68;0.01;11.0;51.6;0.99795;3.25;0.67;11.96;6
11.49;0.639;0.279;2.95;0.094;23.3;84.7;0.99984;3.17;0.66;10.48;4
5.73;0.547;0.05;1.49;0.023;13.0;43.6;0.9956;3.25;0.64;10.36;6
6.87;0.442;0.361;2.04;0.101;28.5;93.3;0.99511;3.27;0.87;9.79;5
8.25;0.4;0.163;2.03;0.119;22.2;64.8;0.99924;3.35;0.54;9.38;5
8.52;0.575;0.375;0.9;0.109;10.9;6;0.99535;3.42;0.44;11.91;5
6.22;0.765;0.359;0.9;0.047;15.7;85.8;0.99621;3.41;0.72;11.3;6
7.8;0.245;0.087;2.91;0.09;1;6;0.99702;3.37;0.42;10.82;5
8.05;0.572;0.27;2.74;0.089;15.9;46.6;0.99381;3.39;0.73;10.3;5
5.5;0.147;0.261;1.18;0.074;30.8;43.9;0.99718;3.37;0.72;8.4;7
9.4;0.605;0.221;0.9;0.01;21.6;6;0.99777;3.27;0.87;11.54;5
10.35;0.345;0.264;2.84;0.071;14.4;38.3;0.99546;3.19;0.76;11.53;6
8.75;0.54;0.298;4.19;0.046;36.6;29.5;0.99595;3.07;0.7;11.23;6
9.41;0.5;0.142;0.9;0.101;15.8;6;0.99525;3.09;0.56;10.86;6
5.66;0.509;0.35;0.9;0.152;6.2;37.7;0.99919;3.17;0.51;10.18;6
6.41;0.658;0;5.45;0.09;10.0;14.2;0.99317;3.24;0.5;10.86;5
8.14;0.793;0.599;1.6;0.046;1;34.4;0.99804;3.22;1.08;8.92;5
6.98;0.741;0.258;0.9;0.01;3.0;62.6;0.99328;3.08;0.85;12.81;6
4.7;0.293;0.239;2.49;0.146;31.9;27.3;0.99535;3.06;0.51;10.48;6
5.46;0.829;0;2.16;0.095;25.4;6;0.99843;3.48;0.81;8.48;7
9.27;0.529;0.276;2.99;0.033;20.4;58.0;1.00088;3.48;0.67;11.51;6
7.56;0.506;0.286;2.26;0.11;16.9;68.8;0.99972;3.42;0.71;11.49;5
7.77;0.299;0.438;2.11;0.131;18.7;80.1;0.99487;3.22;0.62;10.21;6
9.82;0.558;0.559;2.96;0.117;8.0;32.0;0.99649;3.23;0.44;8.73;6
12.05;0.577;0.279;0.9;0.095;2.9;53.0;0.99934;3.43;0.58;8.4;5
8.31;0.393;0.32;2.5;0.057;32.7;60.5;0.99565;3.29;0.67;11.9;6
10.82;0.706;0.189;0.97;0.086;12.5;15.6;0.99917;3.21;0.87;10.85;6
4.57;0.549;0.24;3.35;0.076;25.0;61.2;0.9974;3.36;0.56;10.31;6
8.34;0.664;0;2.6;0.073;19.8;73.8;0.9952;3.04;0.68;11.57;6
9.0;0.483;0.47;4.32;0.144;11.4;17.4;0.99739;3.3;0.63;8.79;6
7.9;0.687;0.403;2.21;0.146;12.5;52.1;0.99633;3.68;0.55;11.27;7
11.28;0.324;0.352;3.12;0.024;9.2;6;0.99882;3.23;0.75;12.15;5
9.57;0.33;0.396;2.63;0.113;26.8;84.5;0.99737;3.31;0.68;9.91;6
8.12;0.515;0.345;2.02;0.169;6.0;53.2;0.99553;3.14;0.69;11.28;6
9.32;0.213;0.182;2.99;0.106;1;42.4;0.99878;3.39;0.88;10.31;5
8.39;0.183;0.182;3.31;0.086;19.5;6;0.9983;3.32;0.62;9.25;5
4.78;0.243;0.033;2.53;0.062;2.0;8.0;0.9988;3.17;0.66;9.79;6
7.62;0.828;0.227;2.68;0.105;17.7;60.8;0.99603;3.22;0.53;9.48;6
9.53;0.66;0.19;1.32;0.078;6.8;121.3;0.99483;3.3;0.84;9.24;6
10.42;0.413;0.138;0.98;0.067;16.7;16.4;0.99681;3.09;0.63;10.41;5
9.7;0.475;0.491;1.36;0.181;27.2;23.1;0.99576;3.42;0.75;9.27;5
8.16;0.715;0.094;0.9;0.107;12.2;49.9;0.99512;3.25;0.51;9.51;6
7.91;0.43;0.212;2.08;0.01;11.3;29.4;0.99759;3.03;0.76;11.83;6
8.37;0.734;0.238;4.35;0.061;14.5;26.7;0.9958;3.59;0.59;10.51;5
8.31;0.905;0.095;0.9;0.127;8.6;33.2;0.99555;3.27;0.83;10.78;7
6.68;0.412;0.197;3.0;0.106;24.9;50.0;0.9961;3.38;0.55;9.61;6
7.91;0.772;0.14;3.37;0.182;14.5;44.6;0.99531;3.49;0.63;11.54;5
6.65;0.369;0.245;4.32;0.102;10.8;19.4;0.99615;3.36;0.96;10.75;6
7.28;0.603;0.247;2.31;0.01;14.4;84.2;0.99973;3.48;0.69;11.59;5
8.89;0.64;0.38;3.19;0.065;28.7;20.1;0.9956;3.33;0.73;11.89;5
9.67;0.515;0.083;1.51;0.057;7.8;39.8;0.99833;3.19;0.71;9.16;5
5.91;0.529;0.407;0.9;0.036;27.5;6;0.99496;3.11;0.87;10.67;5
9.78;0.528;0.427;2.77;0.15;13.6;47.8;0.99801;3.26;0.6;9.31;6
7.09;0.633;0.108;3.65;0.07;1;67.8;0.99748;3.33;0.82;11.64;5
8.28;0.684;0.053;0.9;0.037;32.4;6;0.99458;3.51;0.98;11.7;5
8.13;0.473;0.657;4.1;0.05;18.4;63.2;0.99551;3.41;0.6;9.93;5
10.27;0.576;0.304;1.15;0.019;39.8;24.1;0.99777;3.48;1.0;9.61;5
8.73;0.416;0.253;2.03;0.157;27.4;53.8;0.99758;3.06;0.73;10.32;7
7.33;0.528;0.295;4.02;0.024;13.7;45.9;0.99605;3.31;0.69;10.67;5
10.65;0.791;0.395;0.95;0.081;23.6;53.7;0.99752;3.31;0.9;10.43;5
7.67;0.727;0.271;3.18;0.02;5.5;71.6;0.99479;3.42;1.05;9.82;5
6.14;0.351;0.269;0.9;0.039;14.3;7.8;0.99666;3.35;0.55;9.59;5
7.34;0.38;0.15;1.57;0.119;13.1;66.6;0.99872;3.33;0.6;9.96;7
9.05;0.237;0.175;1.58;0.087;17.8;51.5;0.99872;3.14;0.67;8.4;5
9.1;0.477;0.301;5.39;0.055;23.6;33.6;0.99871;3.37;0.47;11.44;5
6.99;0.429;0.054;2.41;0.174;7.4;16.1;0.99693;3.43;1.02;12.1;5
13.0;0.492;0.124;3.52;0.092;13.6;45.5;0.99391;3.47;0.43;10.79;5
10.31;0.595;0.416;3.6;0.01;17.3;102.2;0.99744;3.28;0.44;12.98;7
10.19;0.336;0.464;0.9;0.115;15.2;64.6;0.99742;3.28;0.53;11.13;5
6.91;0.949;0.354;4.26;0.011;25.6;70.5;0.99865;3.3;1.04;10.82;6
8.32;0.507;0.487;3.99;0.108;39.5;37.6;0.99592;3.31;0.31;11.0;6
11.68;0.482;0.411;2.24;0.01;8.0;58.1;0.99514;3.21;0.48;9.42;6
5.45;0.393;0;2.73;0.052;20.3;14.3;0.99607;3.67;0.52;13.15;8
10.53;0.603;0.317;1.51;0.114;4.0;59.4;0.99559;3.48;0.61;10.7;6
8.97;0.334;0.507;1.43;0.107;21.3;56.0;0.99237;3.35;0.79;10.8;7
5.38;0.657;0.392;3.85;0.196;20.6;64.2;0.99764;3.44;0.52;11.8;5
7.72;0.614;0.143;1.89;0.069;20.9;71.1;0.99613;3.35;0.92;11.36;4
6.36;0.474;0.691;4.59;0.111;1.8;48.6;0.99669;3.35;0.74;11.44;6
8.15;0.605;0.112;2.18;0.081;23.2;28.1;0.99914;3.36;0.89;10.31;6
8.7;0.63;0;5.37;0.136;24.6;16.4;0.99516;3.37;0.54;11.76;5
9.26;0.354;0.039;4.13;0.123;14.9;38.7;0.99838;3.13;0.55;8.58;5
6.87;0.519;0.217;1.17;0.099;8.7;74.6;0.99654;3.26;0.77;10.79;5
9.13;0.45;0.22;3.74;0.119;18.3;56.8;0.99707;3.08;0.42;9.61;5
10.12;0.707;0.495;1.91;0.01;3.0;55.8;0.99878;3.4;0.68;10.56;4
8.92;0.61;0.154;3.18;0.138;10.1;18.7;0.99627;3.18;0.76;11.13;7
6.98;0.6;0.482;1.62;0.085;14.7;63.4;0.99208;3.16;0.76;11.02;7
8.25;0.542;0.528;5.5;0.06;13.9;12.8;0.99705;3.09;0.58;8.56;5
10.32;0.531;0.371;1.06;0.097;25.0;17.3;0.99409;3.12;0.65;13.04;6
4.78;0.381;0.138;4.95;0.061;1;61.1;0.99444;3.25;0.66;10.1;5
6.28;0.666;0.326;1.0;0.165;1;85.1;0.99536;3.33;0.8;9.44;5
7.29;0.498;0.226;2.93;0.188;15.7;72.3;0.99616;3.3;0.84;10.07;5
4.35;0.72;0.319;1.47;0.11;3.8;12.8;0.99782;3.57;0.57;9.84;6
7.17;1.039;0.45;3.01;0.154;14.7;62.3;0.99724;3.77;0.52;10.06;6
9.13;0.787;0.51;3.52;0.096;15.2;84.0;0.999;3.3;0.91;9.9;7
6.73;0.558;0.379;5.21;0.15;11.1;84.8;0.99602;3.29;1.0;10.19;6
9.61;0.53;0.331;0.9;0.201;6.6;73.8;0.99806;3.5;0.86;10.64;5
6.41;0.455;0.136;4.69;0.128;9.6;72.4;0.9984;3.65;0.6;8.4;6
11.23;0.468;0.383;2.5;0.056;26.5;38.5;0.99554;3.57;0.64;9.84;5
9.6;0.531;0.181;0.9;0.08;17.5;67.2;0.99457;3.11;0.66;10.02;8
8.69;0.788;0.459;1.68;0.093;5.6;32.8;0.99571;3.47;0.71;11.42;7
8.36;0.765;0.159;0.9;0.132;36.3;34.0;0.99984;3.46;0.48;9.65;5
9.66;0.685;0.576;2.48;0.051;28.2;107.7;0.99743;3.26;0.79;10.81;6
7.02;0.67;0.324;3.29;0.081;15.3;78.6;0.99769;3.43;0.6;10.64;6
9.65;0.597;0.257;2.83;0.129;14.8;30.7;0.99298;3.5;0.56;11.02;5
6.99;0.513;0.441;3.22;0.068;20.3;103.9;0.99688;3.43;0.77;9.28;6
10.33;0.273;0.032;1.98;0.073;7.7;20.3;0.99618;3.51;0.48;12.74;5
9.31;0.449;0.144;3.04;0.093;29.1;32.7;0.99839;3.42;0.5;10.61;6
8.11;0.767;0;1.6;0.112;19.0;21.1;0.99472;3.46;0.48;11.17;6
8.45;0.746;0.687;3.64;0.045;16.9;46.2;0.9952;3.29;0.74;8.64;5
7.74;0.508;0.338;4.57;0.107;27.9;27.8;0.99831;3.03;0.46;10.23;6
9.6;0.66;0.41;1.55;0.043;26.4;41.8;0.99722;3.42;0.73;10.91;6
10.21;0.711;0.307;2.84;0.165;15.7;40.6;0.99384;3.38;0.75;11.77;6
7.75;0.458;0;3.21;0.089;17.5;64.2;0.99616;3.04;0.76;9.72;5
6.91;0.298;0.15;2.87;0.066;10.5;6.3;0.99976;3.45;0.46;8.4;5
8.59;0.524;0.472;3.88;0.156;24.6;6;0.99543;3.29;0.77;10.98;5
9.64;0.803;0;2.94;0.134;20.5;38.8;0.99798;3.4;0.98;11.89;5
